Word,Meaning,Audio
bully,"kẻ hay bắt nạt (ở trường học), du côn",4000B3_bully.mp3
carbohydrate,hyđrat-cacbon,4000B3_carbohydrate.mp3
crawl,"bò, trườn",4000B3_crawl.mp3
defeat,"đánh thắng, đánh bại",4000B3_defeat.mp3
dial,"mặt đồng hồ, đĩa số (máy điện thoại)",4000B3_dial.mp3
dominant,"vượt trội, có ưu thế hơn, thống trị",4000B3_dominant.mp3
mercy,lòng khoan dung,4000B3_mercy.mp3
nod,"lắc lư đầu, gật đầu",4000B3_nod.mp3
opponent,"địch thủ, đối thủ",4000B3_opponent.mp3
rival,"đối thủ, người cạnh tranh",4000B3_rival.mp3
sore,"đau, đau đớn",4000B3_sore.mp3
sting,"châm, chích, đốt",4000B3_sting.mp3
strain,"ra sức, cố sức, gắng sức",4000B3_strain.mp3
torture,sự tra tấn,4000B3_torture.mp3
wrestle,"(thể dục,thể thao) vật, đấu vật",4000B3_wrestle.mp3
quarrel,cãi nhau,4000B3_quarrel.mp3
absence,"sự vắng mặt,sự thiếu, sự không có",4000B3_absence.mp3
aloud,"lớn tiếng, to",4000B3_aloud.mp3
bald,"hói (đầu),trọc, trụi",4000B3_bald.mp3
blanket,"mền, chăn",4000B3_blanket.mp3
creep,"bò, trườn, đi rón rén",4000B3_creep.mp3
divorce,"ly hôn, ly dị",4000B3_divorce.mp3
imitate,"bắt chước, làm theo, noi gương",4000B3_imitate.mp3
infant,"đứa bé còn ãm ngửa, đứa bé (dưới 7 tuổi)",4000B3_infant.mp3
kidnap,bắt cóc (thường để tống tiền),4000B3_kidnap.mp3
nap,"giấc ngủ chợp, giấc trưa",4000B3_nap.mp3
nowhere,"không nơi nào, không ở đâu",4000B3_nowhere.mp3
pat,"vỗ nhẹ, vỗ về, chạm nhẹ",4000B3_pat.mp3
relief,"sự giảm nhẹ, sự làm khuây (đau đớn, buồn rầu)",4000B3_relief.mp3
reproduce,"sao chép, mô phỏng,tái sinh, mọc lại",4000B3_reproduce.mp3
rhyme,"(thơ ca) vần, gieo vần",4000B3_rhyme.mp3
suck,"mút, bú, hút",4000B3_suck.mp3
urgent,"gấp, khẩn cấp",4000B3_urgent.mp3
vanish,"biến mất, tiêu tan",4000B3_vanish.mp3
wagon,"xe ngựa, xe bò (chở hàng);(ngành đường sắt) toa trần (chở hàng)(thông tục) xe goòng trẻ con",4000B3_wagon.mp3
wrinkle,"vết nhăn (da),gợn sóng (trên mặt nước)",4000B3_wrinkle.mp3
abnormal,"không bình thường, khác thường",4000B3_abnormal.mp3
bamboo,cây tre,4000B3_bamboo.mp3
blossom,hoa (của cây ăn quả),4000B3_blossom.mp3
compass,"la bàn, com-pa",4000B3_compass.mp3
dialect,"tiếng địa phương, phương ngữ",4000B3_dialect.mp3
dishonest,"không thành thật, không trung thực",4000B3_dishonest.mp3
dwarf,"người lùn, chú lùn",4000B3_dwarf.mp3
ecosystem,hệ sinh thái,4000B3_ecosystem.mp3
fatal,"tai hại, làm nguy hiểm đến tính mạng",4000B3_fatal.mp3
impatient,"thiếu kiên nhẫn, nóng vội",4000B3_impatient.mp3
leaf,lá cây,4000B3_leaf.mp3
manuscript,"bản viết tay; bản thảo, bản đưa in (của tác giả)",4000B3_manuscript.mp3
marsh,đầm lầy,4000B3_marsh.mp3
patience,"tính kiên nhẫn, sự nhẫn nại",4000B3_patience.mp3
perfume,nước hoa; dầu thơm,4000B3_perfume.mp3
pond,cái ao,4000B3_pond.mp3
proverb,"tục ngữ, cách ngôn",4000B3_proverb.mp3
pursuit,"sự đuổi theo, sự đuổi bắt",4000B3_pursuit.mp3
recite,"kể chuyện (thuộc lòng, trước thính giả)",4000B3_recite.mp3
wilderness,vùng hoang vu,4000B3_wilderness.mp3
anticipate,"thấy trước, biết trước, lường trước",4000B3_anticipate.mp3
barrel,"thùng tròn, thùng rượu",4000B3_barrel.mp3
beam,"(kiến trúc) xà, rầm",4000B3_beam.mp3
casual,"không trịnh trọng, bình thường",4000B3_casual.mp3
caution,"sự thận trọng, sự cẩn thận",4000B3_caution.mp3
contrary,trái ngược,4000B3_contrary.mp3
deliberate,"có tính toán, cố ý, chủ tâm",4000B3_deliberate.mp3
dissolve,hoà tan,4000B3_dissolve.mp3
explode,nổ tung,4000B3_explode.mp3
fasten,"buộc chặt, thắt chặt",4000B3_fasten.mp3
germ,"vi trùng, mầm bệnh",4000B3_germ.mp3
kit,bộ đồ nghề,4000B3_kit.mp3
puff,"làn khói, làn hơi",4000B3_puff.mp3
rag,"mảnh vải, mảnh buồm, miếng giẻ",4000B3_rag.mp3
scatter,"tung, rải, rắc, gieo",4000B3_scatter.mp3
scent,"mùi thơm, hương thơm",4000B3_scent.mp3
steel,thép,4000B3_steel.mp3
swift,"mau, nhanh",4000B3_swift.mp3
toss,tung lên,4000B3_toss.mp3
triumph,"chiến thắng lớn, thành công lớn,niềm vui chiến thắng",4000B3_triumph.mp3
aboard,"lên trên (tàu thuỷ, xe lửa, máy bay...)",4000B3_aboard.mp3
bitter,"đau khổ, cay đắng",4000B3_bitter.mp3
bullet,"viên đạn (súng trường, súng lục)",4000B3_bullet.mp3
devil,"quỷ, điều quái gở",4000B3_devil.mp3
drift,"trôi giạt, bị (gió, dòng nước...) cuốn đi",4000B3_drift.mp3
enforce,"làm cho có hiệu lực,bắt tuân theo; đem thi hành (luật lệ)",4000B3_enforce.mp3
fountain,đài phun nước,4000B3_fountain.mp3
harbor,"bến tàu, cảng",4000B3_harbor.mp3
inhabit,"ở, sống ở (nơi nào)",4000B3_inhabit.mp3
march,"bước đều; diễu hành, tháng Ba",4000B3_march.mp3
millionaire,triệu phú,4000B3_millionaire.mp3
port,"bến cảng, cảng",4000B3_port.mp3
sheriff,cảnh sát trưởng,4000B3_sheriff.mp3
startle,"làm giật mình, làm hoảng hốt",4000B3_startle.mp3
sweat,đổ mồ hôi,4000B3_sweat.mp3
trigger,"cò súng; gây ra, gây nên",4000B3_trigger.mp3
unify,"thống nhất, hợp nhất",4000B3_unify.mp3
vessel,"(hàng hải) thuyền lớn, tàu thuỷ",4000B3_vessel.mp3
voyage,chuyến đi xa,4000B3_voyage.mp3
worship,"thờ phụng, cúng bái",4000B3_worship.mp3
apprentice,"người học việc,người mới tập sự",4000B3_apprentice.mp3
assure,"đảm bảo, bảo hiểm",4000B3_assure.mp3
bandage,"băng (để băng vết thương, bịt mắt...)",4000B3_bandage.mp3
bleed,chảy máu,4000B3_bleed.mp3
bond,"kết bạn, làm quen",4000B3_bond.mp3
chef,đầu bếp,4000B3_chef.mp3
crown,vương miện,4000B3_crown.mp3
departure,sự khởi hành,4000B3_departure.mp3
diligent,"siêng năng, chuyên cần",4000B3_diligent.mp3
emperor,hoàng đế,4000B3_emperor.mp3
fiber,"sợi, thớ",4000B3_fiber.mp3
horrible,"kinh khủng, kinhtởm",4000B3_horrible.mp3
impolite,"bất lịch sự, vô lễ",4000B3_impolite.mp3
kneel; knee,"quỳ, đầu gối",4000B3_kneel.mp3
luxury,"xa hoa, sang trọng",4000B3_luxury.mp3
massive,"to lớn, đồ sộ",4000B3_massive.mp3
panic,"hoảng sợ, hoang mang, sợ hãi",4000B3_panic.mp3
priority,sự ưu tiên,4000B3_priority.mp3
robe,áo choàng,4000B3_robe.mp3
scold,"trách mắng, mắng mỏ",4000B3_scold.mp3
affair,"việc buôn bán; việc giao thiệp, hẹn hò",4000B3_affair.mp3
assembly,"cuộc họp, sự lắp ráp",4000B3_assembly.mp3
bless,"giáng phúc, ban phúc",4000B3_bless.mp3
cereal,món ăn (bằng) ngũ cốc,4000B3_cereal.mp3
cheerful,"vui mừng, phấn khởi; hớn hở",4000B3_cheerful.mp3
diameter,(toán học) đường kính,4000B3_diameter.mp3
exploit,"khai thác, bóc lột, lợi dụng",4000B3_exploit.mp3
famine,nạn đói,4000B3_famine.mp3
harvest,"thu hoạch, vụ gặt",4000B3_harvest.mp3
merry,"vui, vui vẻ",4000B3_merry.mp3
nut,"hạt (cây, quả), đai ốc",4000B3_nut.mp3
pardon,"tha thứ, tha lỗi (lịch sự)",4000B3_pardon.mp3
pharaoh,"Faraon, vua Ai Cập",4000B3_pharaoh.mp3
ripe,"chín, chín muồi",4000B3_ripe.mp3
roast,"quay, nướng (thịt)",4000B3_roast.mp3
routine,"thủ tục,công việc thường làm hằng ngày",4000B3_routine.mp3
scheme,"kế hoạch,sơ đồ",4000B3_scheme.mp3
slim,"mỏng, thon, mảnh khảnh",4000B3_slim.mp3
stove,"cái lò, bếp lò",4000B3_stove.mp3
theft,"tên trộm,sự ăn trộm, sự trộm cắp",4000B3_theft.mp3
adolescent,"người thanh niên, chàng trai trẻ",4000B3_adolescent.mp3
aptitude,năng khiếu,4000B3_aptitude.mp3
compliment,"khen ngợi,lời khen",4000B3_compliment.mp3
hinder,"cản trở, gây trở ngại",4000B3_hinder.mp3
journalism,nghề báo chí,4000B3_journalism.mp3
jury,"(pháp lý) ban hội thẩm, ban bồi thẩm",4000B3_jury.mp3
justice,sự công bằng,4000B3_justice.mp3
liberty,"tự do, quyền tự do",4000B3_liberty.mp3
literary,"(thuộc) văn chương, (thuộc) văn học",4000B3_literary.mp3
pharmacy,hiệu thuốc,4000B3_pharmacy.mp3
pill,viên thuốc,4000B3_pill.mp3
presume,"cho là, coi như là",4000B3_presume.mp3
privacy,sự riêng tư,4000B3_privacy.mp3
punishment,"sự phạt, sự trừng phạt",4000B3_punishment.mp3
sensible,"khôn ngoan, hợp lý, đúng đắn",4000B3_sensible.mp3
slice,"miếng mỏng, lát mỏng",4000B3_slice.mp3
sorrow,nỗi đau đớn; sự buồn rầu,4000B3_sorrow.mp3
straw,"ống hút (nhỏ và mỏng, để hút nước ngọt), cọng rơm",4000B3_straw.mp3
swell,"phồng lên, to lên, căng ra",4000B3_swell.mp3
tidy,"sạch sẽ, ngăn nắp, gọn gàng",4000B3_tidy.mp3
affection,"tình cảm, cảm xúc",4000B3_affection.mp3
agency,"đại lý, sự môi giới, hãng thông tấn",4000B3_agency.mp3
ash,tro; tàn (thuốc lá),4000B3_ash.mp3
confine,"giam hãm, giam cầm, nhốt giữ lại",4000B3_confine.mp3
dismiss,"gạt bỏ, xua đuổi (ý nghĩ...),giải tán (đám đông tụ tập, quân đội...)",4000B3_dismiss.mp3
erupt,"phun (núi lửa), nổ ra (chiến tranh)",4000B3_erupt.mp3
fate,"số mệnh, số phận",4000B3_fate.mp3
lava,dung nham (núi lửa),4000B3_lava.mp3
miserable,"khổ sở,đáng thương",4000B3_miserable.mp3
navigate,"lái (tàu, thuyền, máy bay...)",4000B3_navigate.mp3
originate,"bắt đầu, khởi đầu, khởi nguồn",4000B3_originate.mp3
remainder,"phần còn lại, chỗ còn lại",4000B3_remainder.mp3
retrieve,"lấy lại, tìm lại (vật đã mất)",4000B3_retrieve.mp3
shallow,"nông, cạn",4000B3_shallow.mp3
slope,"dốc, đường dốc, chỗ dốc; độ dốc",4000B3_slope.mp3
span,"kéo dài, nối (từ giai đoạn này sang giai đoạn khác)",4000B3_span.mp3
superstition,sự mê tín,4000B3_superstition.mp3
sympathy,"sự thương cảm, sự thông cảm",4000B3_sympathy.mp3
vibrate,"rung, rung lắc",4000B3_vibrate.mp3
wander,"đi thơ thẩn, đi lang thang",4000B3_wander.mp3
armor,áo giáp,4000B3_armor.mp3
blaze,"bùng cháy, bốc cháy",4000B3_blaze.mp3
boom,bùng nổ,4000B3_boom.mp3
cliff,vách đá (phiến đá nhô ra ở trên cao),4000B3_cliff.mp3
flame,ngọn lửa,4000B3_flame.mp3
independence,sự độc lập; nền độc lập,4000B3_independence.mp3
invasion,sự xâm lược,4000B3_invasion.mp3
knight,hiệp sĩ,4000B3_knight.mp3
lightning,"chớp, tia chớp",4000B3_lightning.mp3
rebel,"người nổi loạn, người phiến loạn",4000B3_rebel.mp3
retreat,(quân sự) rút lui,4000B3_retreat.mp3
revolution,cuộc cách mạng,4000B3_revolution.mp3
spear,"cái giáo, cái mác, cái thương",4000B3_spear.mp3
steep,dốc,4000B3_steep.mp3
summit,"đỉnh, chỏm, chóp",4000B3_summit.mp3
thunder,"sấm, sét",4000B3_thunder.mp3
troops,"quân, bộ đội; lính",4000B3_troops.mp3
warrior,chiến binh,4000B3_warrior.mp3
withdraw,"(quân sự) rút quân, rút lui",4000B3_withdraw.mp3
yield,"chịu thua, chịu nhường",4000B3_yield.mp3
bench,ghế dài,4000B3_bench.mp3
confront,"đối chất, đương đầu",4000B3_confront.mp3
daisy,"(thực vật học) cây cúc, hoa cúc",4000B3_daisy.mp3
dispute,"sự bất hoà, sự bất đồng ý kiến;bàn cãi, tranh luận",4000B3_dispute.mp3
horror,"kinh dị, sự khiếp, sự ghê rợn",4000B3_horror.mp3
incident,việc xảy ra bất ngờ,4000B3_incident.mp3
mist,"sương mù, giọt sương",4000B3_mist.mp3
object,"đồ vật, vật thể",4000B3_object.mp3
orphan,đứa trẻ mồ côi,4000B3_orphan.mp3
plot,"âm mưu, mưu tính, bày mưu",4000B3_plot.mp3
pregnant,"có thai, có mang thai, có chửa",4000B3_pregnant.mp3
rage,"cơn thịnh nộ, cơn giận dữ",4000B3_rage.mp3
revenge,sự trả thù; hành động trả thù,4000B3_revenge.mp3
shame,sự ngượng; sự hổ thẹn,4000B3_shame.mp3
sigh,thở dài,4000B3_sigh.mp3
sneak,"trốn, lẻn (ra khỏi)",4000B3_sneak.mp3
spare,"có thừa, dữ trữ, dự phòng",4000B3_spare.mp3
stem,(thực vật học) thân (cây),4000B3_stem.mp3
supper,bữa cơm tối,4000B3_supper.mp3
tender,"mềm, non",4000B3_tender.mp3
beneath,ở dưới,4000B3_beneath.mp3
cub,"con thú con (hổ, sư tử, sói, gấu, cáo...)",4000B3_cub.mp3
dawn,"bình minh, rạng đông, lúc sáng tinh mơ",4000B3_dawn.mp3
dissatisfied,"không hài lòng, bất mãn",4000B3_dissatisfied.mp3
ease,sự dễ dàng,4000B3_ease.mp3
evident,"rõ rệt,hiển nhiên",4000B3_evident.mp3
hail,mưa đá,4000B3_hail.mp3
howl,"tru lên, hú lên; gào lên; la hét",4000B3_howl.mp3
leap,"nhảy qua, vượt qua",4000B3_leap.mp3
magnificent,"tráng lệ, nguy nga, lộng lẫy",4000B3_magnificent.mp3
necessity,sự cần thiết,4000B3_necessity.mp3
outcome,"kết quả, hậu quả",4000B3_outcome.mp3
pile,"chồng, đống",4000B3_pile.mp3
profound,"sâu sắc, uyên thâm, thâm thuý",4000B3_profound.mp3
seize,"chiếm đoạt, cướp lấy, nắm lấy",4000B3_seize.mp3
squeeze,siết chặt,4000B3_squeeze.mp3
supreme,"tối cao,lớn nhất, quan trọng nhất",4000B3_supreme.mp3
terrific,rất giỏi,4000B3_terrific.mp3
trait,"nét, điểm",4000B3_trait.mp3
vital,"sống còn, quan trọng",4000B3_vital.mp3
accustomed,quen với; thành thói quen,4000B3_accustomed.mp3
affirm,"khẳng định, quả quyết",4000B3_affirm.mp3
astonished,"ngạc nhiên, kinh ngạc",4000B3_astonished.mp3
bang,"đánh mạnh, đập mạnh",4000B3_bang_1397924728882.mp3
clan,"nhóm bạn, nhóm họ hàng",4000B3_clan.mp3
dim,"mờ, lờ mờ, tối mờ mờ",4000B3_dim.mp3
emphasis,"sự nhấn mạnh,tầm quan trọng",4000B3_emphasis.mp3
fable,truyện ngụ ngôn,4000B3_fable.mp3
feast,"bữa tiệc, yến tiệc",4000B3_feast.mp3
glow,"rực sáng, bừng sáng",4000B3_glow.mp3
hollow,"rỗng, trống rỗng",4000B3_hollow.mp3
instinct,bản năng,4000B3_instinct.mp3
joint,(giải phẫu) khớp (xương),4000B3_joint.mp3
leak,"rò, rò rỉ, lộ ra",4000B3_leak.mp3
physician,thầy thuốc,4000B3_physician.mp3
sacrifice,"hy sinh, cúng, cúng tế",4000B3_sacrifice.mp3
stiff,"cứng, cứng đơ,cứng rắn",4000B3_stiff.mp3
stroke,vuốt ve,4000B3_stroke.mp3
tragic,(thuộc) bi kịch,4000B3_tragic.mp3
tune,"điệu (hát...), giai điệu",4000B3_tune.mp3
accommodate,"chứa được,đáp ứng",4000B3_accommodate.mp3
circus,"rạp xiếc, gánh xiếc",4000B3_circus.mp3
coincide,xảy ra đồng thời; trùng với,4000B3_coincide.mp3
commission,"verb: đặt làm, đặt mua (một bức tranh...)noun: tiền hoa hồng",4000B3_commission.mp3
dose,"liều lượng, liều thuốc",4000B3_dose.mp3
dye,"nhuộm, thuốc nhuộm",4000B3_dye.mp3
extent,"khoảng rộng,quy mô, phạm vi",4000B3_extent.mp3
gender,giới tính,4000B3_gender.mp3
headline,"tiêu đề, đầu đề",4000B3_headline.mp3
informal,không chính thức,4000B3_informal.mp3
inquire,"hỏi thăm, hỏi han,hỏi mua, hỏi xin",4000B3_inquire.mp3
messenger,"người đưa tin, sứ giả",4000B3_messenger.mp3
peer,"nhìn chăm chú, nhìn kỹ, nhòm, ngó",4000B3_peer.mp3
portrait,"chân dung, ảnh",4000B3_portrait.mp3
pose,"đứng (ở tư thế), ngồi ở tư thế (chụp ảnh, làm mẫu vẽ...)",4000B3_pose.mp3
ranch,"trại nuôi súc vật (ở Mỹ, Ca-na-đa)",4000B3_ranch.mp3
steer,"lái (tàu thuỷ, ô tô), bẻ lái",4000B3_steer.mp3
stripe,"sọc, vằn (lớn)",4000B3_stripe.mp3
tame,đã thuần hoá,4000B3_tame.mp3
