Word,Meaning,Audio
irrigate,"tưới (đất, ruộng)",4000B5_irrigate.mp3
maximize,tối đa hóa,4000B5_maximize5.mp3
monetary,(thuộc) tiền tệ,4000B5_monetary.mp3
precaution,"sự thận trọng, sự phòng ngừa, sự lo trước",4000B5_precaution.mp3
preliminary,"mở đầu, mào đầu; sơ bộ, dự bị",4000B5_preliminary.mp3
saturate,"bão hòa, thấm đẫm",4000B5_saturate.mp3
simplicity,"tính đơn giản, tính dễ hiểu",4000B5_simplicity.mp3
sow,gieo (hạt),4000B5_sow.mp3
soy,"nước tương(từ hiếm,nghĩa hiếm) đậu tương, đậu nành",4000B5_soy.mp3
spade,cái thuổng,4000B5_spade.mp3
upcoming,"sắp tới, tới đây",4000B5_upcoming.mp3
acute,đau buốt,4000B5_acute.mp3
aggression,"sự hung hăng, sự gây hấn",4000B5_aggression.mp3
banquet,bữa tiệc lớn,4000B5_banquet.mp3
biography,"tiểu sử, lý lịch",4000B5_biography.mp3
boost,"nâng lên, đưa lên, khuyến khích",4000B5_boost.mp3
clap,vỗ tai,4000B5_clap.mp3
compel,"bắt phải, bắt buộc, ép, thúc ép",4000B5_compel.mp3
dominance,"ưu thế, địa vị thống trị",4000B5_dominance.mp3
gorgeous,"rực rỡ, lộng lẫy, đẹp đẽ, tráng lệ",4000B5_gorgeous.mp3
inevitable,"không thể tránh được, chắc chắn xảy ra",4000B5_inevitable.mp3
legacy,"tài sản kế thừa, di sản",4000B5_legacy.mp3
masterpiece,kiệt tác,4000B5_masterpiece.mp3
multiple,"nhiều mối, phức tạp",4000B5_multiple.mp3
narrate,"kể lại, thuật lại",4000B5_narrate.mp3
notorious,"(nghĩa xấu) nổi danh, nổi tiếng; có tiếng xấu",4000B5_notorious.mp3
outdated,"lỗi thời, cổ",4000B5_outdated.mp3
overall,tổng thể,4000B5_overall.mp3
partiality,"tính thiên vị, sự mê thích",4000B5_partiality.mp3
spontaneous,tự ý,4000B5_spontaneous.mp3
virtue,"tính tốt, đức hạnh",4000B5_virtue.mp3
anthropology,nhân loại học,4000B5_anthropology.mp3
applaud,vỗ tay tán thưởng,4000B5_applaud.mp3
appoint,"bổ nhiệm, chỉ định",4000B5_appoint.mp3
compatible,"thích hợp, phù hợp",4000B5_compatible.mp3
competence,"khả năng, năng lực",4000B5_competence.mp3
confer,"bàn bạc, hỏi ý kiến, hội ý",4000B5_confer.mp3
consecutive,"liên tục, liên tiếp",4000B5_consecutive.mp3
crude,"thô, chưa gọt giũa",4000B5_crude.mp3
cube,"(toán học) hình lập phương, hình khối",4000B5_cube.mp3
feedback,,4000B5_feedback.mp3
ignorance,sự không biết,4000B5_ignorance.mp3
masculine,(thuộc) giống đực; (thuộc) đàn ông,4000B5_masculine.mp3
monument,"đài kỷ niệm, bia kỷ niệm, công trình kỷ niệm",4000B5_monument.mp3
muscular,"(thuộc) bắp thịt, (thuộc) cơ",4000B5_muscular.mp3
posture,tư thế; dáng điệu,4000B5_posture.mp3
situate,"đặt ở vị trí,đặt vào hoàn cảnh",4000B5_situate.mp3
supervise,giám sát,4000B5_supervise.mp3
symmetry,"sự đối xứng,cấu trúc cân đối",4000B5_symmetry.mp3
tattoo,hình xăm,4000B5_tattoo.mp3
undergraduate,sinh viên chưa tốt nghiệp,4000B5_undergraduate.mp3
brook,dòng suối,4000B5_brook.mp3
cater,cung cấp thực phẩm,4000B5_cater.mp3
considerate,"chu đáo, hay quan tâm tới người khác",4000B5_considerate.mp3
consumption,sự tiêu thụ,4000B5_consumption.mp3
criteria,tiêu chuẩn,4000B5_criteria.mp3
crust,"vỏ bánh, cùi bánh, vỏ cứng",4000B5_crust.mp3
degrade,"giáng chức, làm mất danh giá",4000B5_degrade.mp3
entitle,cho quyền (làm gì...),4000B5_entitle.mp3
escort,"tháp tùng, hộ tống",4000B5_escort.mp3
external,"ở ngoài, bên ngoài",4000B5_external.mp3
facility,cơ sở (vật chất),4000B5_facility.mp3
faculty,"tài năng, năng lực",4000B5_faculty.mp3
heap,"đống, rất nhiều",4000B5_heap.mp3
hemisphere,bán cầu,4000B5_hemisphere.mp3
hound,chó săn,4000B5_hound.mp3
impersonal,"lạ,không liên quan đến riêng ai",4000B5_impersonal.mp3
ornament,"đồ trang hoàng, đồ trang trí",4000B5_ornament.mp3
pedestrian,"người đi bộ, khách bộ hành",4000B5_pedestrian.mp3
sanctuary,"nơi trú ẩn, nơi trốn tránh, nơi cư trúnơi tôn nghiêm (nhà thờ, chùa chiền)",4000B5_sanctuary.mp3
spectator,khán giả,4000B5_spectator.mp3
asset,"tài sản, vật quý",4000B5_asset.mp3
aspect,"khía cạnh, diện mạo",4000B5_aspect.mp3
braille,hệ thống chữ Bray (chữ nổi cho người mù),4000B5_Braille.mp3
bud,"chồi, nụ, lộc",4000B5_bud.mp3
coordinate,"điều phối, phối hợp",4000B5_coordinate.mp3
disprove,"bác bỏ (một chứng cớ, một lời buộc tội...)",4000B5_disprove.mp3
humanitarian,(thuộc) nhân đạo,4000B5_humanitarian.mp3
hypothesis,giả thuyết,4000B5_hypothesis.mp3
imprint,"vết hằn, ảnh hưởng sâu sắc",4000B5_imprint.mp3
informative,(thuộc) thông tin,4000B5_informative.mp3
optic,(thuộc) thị giác,4000B5_optic.mp3
premise,(triết học) tiền đề,4000B5_premise.mp3
rack,"giá (để đồ đạc, hành lý)",4000B5_rack.mp3
renaissance,thời kỳ phục hưng,4000B5_Renaissance.mp3
revere,"kính trọng, tôn sùng",4000B5_revere.mp3
simultaneous,"đồng thời, cùng một lúc",4000B5_simultaneous.mp3
skeptic,người hay hoài nghi,4000B5_skeptic.mp3
spatial,(thuộc) không gian,4000B5_spatial.mp3
specify,"chỉ rõ, ghi rõ, định rõ",4000B5_specify.mp3
wax,"chất sáp, sáp ong",4000B5_wax.mp3
accessory,phụ kiện,4000B5_accessory.mp3
acquisition,"sự giành được, sự đạt được, sự kiếm được",4000B5_acquisition.mp3
adequate,"tương xứng, đầy đủ",4000B5_adequate.mp3
cardboard,"bìa cứng, giấy bồi, các tông",4000B5_cardboard.mp3
dilemma,thế tiến thoái lưỡng nan,4000B5_dilemma.mp3
elaborate,"phức tạp, rối rắm",4000B5_elaborate.mp3
facilitate,làm cho dễ dàng; làm cho thuận tiện,4000B5_facilitate.mp3
fleet,"đội tàu, hạm đội,đoàn tàu, đoàn xe (của ai)",4000B5_fleet.mp3
grid,"đường kẻ ô (để vẽ bản đồ), lưới điện",4000B5_grid.mp3
import,nhập khẩu,4000B5_import.mp3
infer,"suy ra, luận ra, đưa đến kết luận",4000B5_infer.mp3
inflate,"bơm, thổi phồng",4000B5_inflate.mp3
innate,bẩm sinh,4000B5_innate.mp3
marble,"đá xẻ, cẩm thạch",4000B5_marble.mp3
mast,cột buồm,4000B5_mast.mp3
nausea,sự buồn nôn; sự lộn mửa,4000B5_nausea.mp3
naval,(thuộc) hải quân,4000B5_naval.mp3
pouch,túi nhỏ,4000B5_pouch.mp3
saturated,"thấm đẫm, bão hòa",4000B5_saturated.mp3
update,sự cập nhật,4000B5_updated.mp3
addict,người nghiện,4000B5_addict.mp3
archeological,(thuộc) khảo cổ,4000B5_archeological.mp3
archeology,khảo cổ học,4000B5_archeology.mp3
brainstorm,"động não, ""bão não""",4000B5_brainstorm.mp3
budget,ngân sách,4000B5_budget.mp3
chaotic,"hỗn loạn, lộn xộn",4000B5_chaotic.mp3
cite,"trích dẫn, đưa ra",4000B5_cite.mp3
correspond,"tương xứng, đúng với",4000B5_correspond.mp3
courtyard,sân,4000B5_courtyard.mp3
estate,bất động sản,4000B5_estate.mp3
fraud,"sự lừa gạt, sự gian lận, âm mưu",4000B5_fraud.mp3
hydrogen,(hoá học) Hyđrô,4000B5_hydrogen.mp3
integrity,"tính chính trực, tính liêm chính",4000B5_integrity.mp3
knit,"đan (len, sợi...)",4000B5_knit.mp3
outlook,"quan điểm, viễn cảnh, cách nhìn",4000B5_outlook.mp3
parachute,cái dù (để nhảy),4000B5_parachute.mp3
prehistoric,(thuộc) tiền sử,4000B5_prehistoric.mp3
proponent,"người đề nghị, người đề xuất",4000B5_proponent.mp3
refine,"làm cho tinh tế hơn,tinh chế, tinh luyện",4000B5_refine.mp3
restrict,"hạn chế, giới hạn, thu hẹp",4000B5_restrict.mp3
attorney,luật sư,4000B5_attorney.mp3
chronic,"(y học) mạn tính, kinh niên",4000B5_chronic.mp3
discipline,kỷ luật,4000B5_discipline.mp3
donor,"người tặng, người biếu; người quyên cúng",4000B5_donor.mp3
fellow,đồng nghiệp,4000B5_fellow.mp3
gossip,tin đồn,4000B5_gossip.mp3
graduate,tốt nghiệp,4000B5_graduate.mp3
graffiti,hình vẽ / chữ viết trên tường,4000B5_graffiti.mp3
guardian,"người bảo vệ, vệ sĩ",4000B5_guardian.mp3
implicate,"liên can vào, dính líu vào",4000B5_implicate.mp3
kin,"dòng dõi, dòng họ",4000B5_kin.mp3
referee,trọng tài,4000B5_referee.mp3
sever,"cắt đứt, chia rẽ, tách ra",4000B5_sever.mp3
shaft,"cán (giáo, mác...), tay cầm",4000B5_shaft.mp3
stab,"đâm, chọc",4000B5_stab.mp3
stimulus,sự kích thích; tác dụng kích khích,4000B5_stimulus.mp3
suspicion,"sự nghi ngờ, sự ngờ vực",4000B5_suspicion.mp3
terminate,"kết thúc, chấm dứt, kết liễu",4000B5_terminate.mp3
theme,"đề tài, chủ đề",4000B5_theme.mp3
tuition,học phí,4000B5_tuition.mp3
aggressive,"hung hăng, gây hấn",4000B5_aggressive.mp3
amnesty,sự ân xá,4000B5_amnesty.mp3
arena,sân vận động,4000B5_arena.mp3
auditorium,"giảng đường, khán phòng",4000B5_auditorium.mp3
captive,"tù nhân, người bị bắt giữ",4000B5_captive.mp3
combat,"trận đấu, trận chiến đấu",4000B5_combat.mp3
commonplace,điều đáng ghi vào sổ tay,4000B5_commonplace.mp3
compound,"khoảng đất rào kín (của khu nhà máy, dinh thự...)(hoá học) hợp chất",4000B5_compound.mp3
corps,(số nhiều) quân đoàn,4000B5_corps.mp3
distract,làm sao lãng,4000B5_distract.mp3
dumb,câm,4000B5_dumb.mp3
foe,"kẻ thù, kẻ địch",4000B5_foe.mp3
hack,"đốn, đẽo, chém, chặt mạnh",4000B5_hack.mp3
meditate,"ngẫm nghĩ, trầm ngâm",4000B5_meditate.mp3
nick,"cắt, khía; làm mẻ (dao)",4000B5_nick.mp3
provoke,"khiêu khích, chọc tức",4000B5_provoke.mp3
realm,"(nghĩa bóng) lĩnh vực, địa hạt",4000B5_realm.mp3
reign,triều đại,4000B5_reign.mp3
rust,"gỉ (sắt, kim loại)",4000B5_rust.mp3
sacred,(thuộc) thần thánh,4000B5_sacred.mp3
accordingly,phù hợp,4000B5_accordingly.mp3
anchor,"(hàng hải) cái neo, mỏ neo",4000B5_anchor.mp3
buoy,"(hàng hải) phao tín hiệu, phao cứu sinh",4000B5_buoy.mp3
catastrophe,"tai họa, thảm họa",4000B5_catastrophe.mp3
context,"(văn học) văn cảnh, ngữ cảnh",4000B5_context.mp3
designate,"chọn lựa, chỉ định, bổ nhiệm",4000B5_designate.mp3
distort,"bóp méo, xuyên tạc",4000B5_distort.mp3
dock,"âu tàu, vũng tàu đậu",4000B5_dock.mp3
fore,phần trước,4000B5_fore.mp3
frequent,"thường xuyên, hay xảy ra",4000B5_frequent.mp3
genuine,"thật, nguyên bản",4000B5_genuine.mp3
grease,"mỡ, dầu nhờn",4000B5_grease.mp3
intricate,"tinh vi, phức tạp",4000B5_intricate.mp3
offset,"bù lại, đền bù, bù đắp",4000B5_offset.mp3
overlap,"lấn lên, đè lên",4000B5_overlap.mp3
precipitate,thúc đẩy,4000B5_precipitate.mp3
secondhand,"cũ, mua lại",4000B5_secondhand.mp3
slot,khe hở,4000B5_slot.mp3
submerge,"lặn, nhận chìm xuống nước",4000B5_submerge.mp3
tactic,"cách, thủ đoạn, mưu kế, mẹo",4000B5_tactic.mp3
aggregate,"tập hợp, kết tụ",4000B5_aggregate.mp3
antibiotic,khangs sinh,4000B5_antibiotic.mp3
circuit,mạch điện,4000B5_circuit.mp3
complement,"bổ sung, làm đầy đủ",4000B5_complement.mp3
compress,"nén, đè",4000B5_compress.mp3
database,cơ sở dũ luệu,4000B5_database.mp3
equivalent,tương đương,4000B5_equivalent.mp3
immune,"miễn dịch, được miễn",4000B5_immune.mp3
input,đầu vào,4000B5_input.mp3
intimate,"thân mật, riêng tư, ấm cúng",4000B5_intimate.mp3
magnet,nam châm,4000B5_magnet.mp3
metabolism,(sinh vật học) sự trao đổi chất,4000B5_metabolism.mp3
microchip,"vi xử lý, vi mạch",4000B5_microchip.mp3
phase,"pha, giai đoạn, thời kỳ",4000B5_phase.mp3
pinch,"cấu, véo",4000B5_pinch.mp3
prevalent,"thường thấy, thịnh hành, đang lưu hành",4000B5_prevalent.mp3
quantum,(vật lý) (thuộc) lượng tử,4000B5_quantum.mp3
ratio,"tỷ số, tỷ lệ",4000B5_ratio.mp3
spiral,"đường xoắn ốc, đường trôn ốc",4000B5_spiral.mp3
viral,(thuộc) virut,4000B5_viral.mp3
astounded,"sững sờ, sửng sốt",4000B5_astounded.mp3
attribute,thuộc tính,4000B5_attribute.mp3
bilingual,"thông thạo hai thứ tiếng, song ngữ",4000B5_bilingual.mp3
clone,"(thực vật học) dòng vô tính, hệ vô tính",4000B5_clone.mp3
colloquial,thông tục,4000B5_colloquial.mp3
cosmetics,mỹ phẩm,4000B5_cosmetics.mp3
dash,lao đi,4000B5_dash.mp3
disgust,"ghê tởm, kinh tởm",4000B5_disgust.mp3
fluorescent,(vật lý) huỳnh quang,4000B5_fluorescent.mp3
furious,"giận dữ, điên tiết",4000B5_furious.mp3
gulf,"vĩnh,vực thẳm;hố sâu ngăn cách",4000B5_gulf.mp3
humanities,khoa học nhân văn,4000B5_humanities.mp3
knot,nút thắt,4000B5_knot.mp3
linguist,nhà ngôn ngữ học,4000B5_linguist.mp3
participant,"người tham gia, người tham dự",4000B5_participant.mp3
plausible,"có vẻ hợp lý, có vẻ đúng (lời nói, lý lẽ)",4000B5_plausible.mp3
ritual,"lễ nghi, nghi thức",4000B5_ritual.mp3
sibling,"anh (chị, em) ruột",4000B5_sibling.mp3
skinny,"gầy giơ xương, gầy nhom,(thuộc) da",4000B5_skinny.mp3
vague,"mơ hồ, không rõ ràng",4000B5_vague.mp3
acid,(hoá học) Axit,4000B5_acid.mp3
administration,ban điều hành,4000B5_administration.mp3
administrative,"(thuộc) hành chính, (thuộc) quản trị",4000B5_administrative.mp3
biotechnology,công nghệ sinh học,4000B5_biotechnology.mp3
cholesterol,,4000B5_cholesterol.mp3
coalition,"sự liên kết, sự liên hiệp, sự liên minh",4000B5_coalition.mp3
deceptive,"dễ làm hco nhầm lẫn, lừa dối",4000B5_deceptive.mp3
diabetes,(y học) bệnh đái tháo đường,4000B5_diabetes.mp3
eliminate,"loại ra, loại trừ",4000B5_eliminate.mp3
erosion,"sự xói mòn, sự ăn mòn",4000B5_erosion.mp3
ethics,"đạo đức, luân thường đạo lý",4000B5_ethics.mp3
explicit,"rõ ràng, dứt khoát",4000B5_explicit.mp3
framework,"bộ khung, bộ quy tắc",4000B5_framework.mp3
manufacture,"sản xuất, chế tạo",4000B5_manufacture.mp3
mechanism,"cơ cấu, cơ chế",4000B5_mechanism.mp3
minimize,tối thiểu hóa,4000B5_minimize.mp3
nectar,(thực vật học) mật hoa,4000B5_nectar.mp3
notion,"ý niệm, khái niệm",4000B5_notion.mp3
prone,"dễ bị, ngả về, có thiên hướng về",4000B5_prone.mp3
straightforward,thẳng thắn; cởi mở,4000B5_straightforward.mp3
astronomical,(thuộc) thiên văn học,4000B5_astronomical.mp3
