Word,Meaning,Audio
govern,"cai trị, thống trị, cầm quyền (một nước), điều hành (chính quyền)",4000B2_govern.mp3
plenty,"sự phong phú, sự dồi dào, sự có nhiều",4000B2_plenty.mp3
relieve,"làm dịu,làm nhẹ bớt, giảm bớt",4000B2_relieve.mp3
reputation,danh tiếng,4000B2_reputation.mp3
royal,(thuộc) hoàng gia,4000B2_royal.mp3
slave,người nô lệ,4000B2_slave.mp3
struggle,"đấu tranh, chống lại,vật lộn",4000B2_struggle.mp3
stupid,"ngu dại, ngớ ngẩn",4000B2_stupid.mp3
citizen,công dân,4000B2_citizen.mp3
council,hội đồng,4000B2_council.mp3
declare,"khai báo, bày tỏ",4000B2_declare.mp3
enormous,"to lớn, khổng lồ",4000B2_enormous.mp3
extraordinary,"lạ thường, khác thường, phi thường",4000B2_extraordinary.mp3
fog,sương mù,4000B2_fog.mp3
funeral,"lễ tang, đám tang",4000B2_funeral.mp3
giant,khổng lồ,4000B2_giant.mp3
impression,ấn tượng,4000B2_impression.mp3
income,thu nhập,4000B2_income.mp3
mad,"điên, cuồng, mất trí",4000B2_mad.mp3
ought,"phải, nên",4000B2_ought.mp3
resist,"kháng cự, chống lại",4000B2_resist.mp3
reveal,"tiết lộ (điều bí mật), phát giác",4000B2_reveal.mp3
rid,giải thoát,4000B2_rid.mp3
sword,"gươm, kiếm",4000B2_sword.mp3
tale,"truyện, truyện ngắn",4000B2_tale.mp3
trap,"bẫy, đặt bẫy",4000B2_trap.mp3
trial,"sự thử,(pháp lý) việc xét xử, sự xử án",4000B2_trial.mp3
violent,"bạo lực,hung bạo, quá khích",4000B2_violent.mp3
admission,"sự cho vào cửa, sự cho vào",4000B2_admission.mp3
astronomy,thiên văn học,4000B2_astronomy.mp3
blame,"khiển trách, trách mắng",4000B2_blame.mp3
chemistry,ngành hoá học; môn hoá học,4000B2_chemistry.mp3
despite,"dù, mặc dù, không kể, bất chấp",4000B2_despite.mp3
dinosaur,khủng long,4000B2_dinosaur.mp3
exhibit,"trưng bày, triển lãm,vật trưng bày, vật triển lãm",4000B2_exhibit.mp3
fame,"tiếng tăm, danh tiếng",4000B2_fame.mp3
forecast,dự báo,4000B2_forecast.mp3
genius,thiên tài,4000B2_genius.mp3
gentle,"hiền lành, dịu dàng, hoà nhã; nhẹ nhàng",4000B2_gentle.mp3
geography,địa lý,4000B2_geography.mp3
interfere,"gây trở ngại, quấy rầy",4000B2_interfere.mp3
lightly,"nhẹ, nhẹ nhàng",4000B2_lightly.mp3
principal,"hiệu trưởng, người đứng đầu",4000B2_principal.mp3
row,"hàng, dây",4000B2_row.mp3
shelf,"giá sách, ngăn tủ",4000B2_shelf.mp3
spite,sự thù oán; mối hận thù,4000B2_spite.mp3
super,siêu,4000B2_super.mp3
wet,ẩm; ướt,4000B2_wet.mp3
abuse,"lăng mạ, sỉ nhục, chửi rủa",4000B2_abuse.mp3
afford,"có đủ sức, có đủ khả năng (làm gì)",4000B2_afford.mp3
bake,nướng (bánh...) bằng lò,4000B2_bake.mp3
bean,đậu,4000B2_bean.mp3
candle,ngọn nến,4000B2_candle.mp3
convert,"chuyển đổi, biến đổi",4000B2_convert.mp3
debt,món nợ,4000B2_debt.mp3
decrease,"giảm, giảm sút, giảm đi",4000B2_decrease.mp3
fault,sự thiếu sót; khuyết điểm,4000B2_fault.mp3
fund,quỹ,4000B2_fund.mp3
generous,"rộng rãi, hào phóng",4000B2_generous.mp3
ingredient,"phần hợp thành, thành phần",4000B2_ingredient.mp3
insist,"cố nài, nhấn mạnh",4000B2_insist.mp3
mess,"tình trạng lộn xộn, tình trạng bừa bộn",4000B2_mess.mp3
metal,kim loại,4000B2_metal.mp3
monitor,giám sát,4000B2_monitor.mp3
oppose,"chống lại, đối chọi",4000B2_oppose.mp3
passive,"bị động, thụ động",4000B2_passive.mp3
quantity,số lượng,4000B2_quantity.mp3
sue,kiện (ai ra tòa),4000B2_sue.mp3
anxiety,"mối lo âu, mối băn khoăn; sự lo lắng",4000B2_anxiety.mp3
army,quân đội,4000B2_army.mp3
billion,tỉ (tiền tệ),4000B2_billion.mp3
carve,"cắt, lạng (thịt ra từng miếng)",4000B2_carve.mp3
consult,"hỏi ý kiến, tham khảo, tư vấn, hội ý",4000B2_consult.mp3
emergency,"tình trạng khẩn cấp,trường hợp cấp cứu",4000B2_emergency.mp3
fortune,vận may; sự may mắn,4000B2_fortune.mp3
guarantee,"bảo đảm, bảo lânh",4000B2_guarantee.mp3
hike,đi bộ đường dài,4000B2_hike.mp3
initial,"đầu, ban đầu",4000B2_initial.mp3
intense,"mãnh liệt, dữ dội",4000B2_intense.mp3
lend,"cho vay, cho mượn",4000B2_lend.mp3
peak,"đỉnh, chỏm chóp (núi)",4000B2_peak.mp3
potential,tiềm tàng,4000B2_potential.mp3
pride,"sự kiêu hãnh, sự hãnh diện",4000B2_pride.mp3
proof,bằng chứng,4000B2_proof.mp3
quit,"thoát, bỏ, rời",4000B2_quit.mp3
spin,"quay, quay tròn",4000B2_spin.mp3
tiny,"nhỏ xíu, tí hon",4000B2_tiny.mp3
tutor,"gia sư, giáo viên kèm riêng",4000B2_tutor.mp3
apparent,"rõ ràng, bày tỏ ra ngoài, thấy rõ ra ngoài",4000B2_apparent.mp3
blind,đui mù,4000B2_blind.mp3
calculate,tính toán,4000B2_calculate.mp3
chat,"nói chuyện phiếm, tán gẫu",4000B2_chat.mp3
commit,"hứa, cam kết,tống giam",4000B2_commit.mp3
compose,"soạn, sáng tác, làm",4000B2_compose.mp3
dormitory,"ký túc xá, phòng ngủ tập thể",4000B2_dormitory.mp3
exhaust,"làm kiệt quệ, kiệt sức",4000B2_exhaust.mp3
greenhouse,"nhà kính (trồng rau, hoa)",4000B2_greenhouse.mp3
ignore,"lờ đi, phớt đi, bác bỏ",4000B2_ignore.mp3
obvious,"rõ ràng, rành mạch",4000B2_obvious.mp3
physics,vật lý học,4000B2_physics.mp3
portion,"phần, phần chia",4000B2_portion.mp3
remind,"nhắc nhở, làm nhớ lại (cái gì)",4000B2_remind.mp3
secretary,"thư ký, bí thư",4000B2_secretary.mp3
severe,"khắt khe (trong thái độ, cách cư xử),khốc liệt, dữ dội",4000B2_severe.mp3
talent,năng khiếu,4000B2_talent.mp3
thesis,"luận văn, luận án",4000B2_thesis.mp3
uniform,"đồng phục, quân phục",4000B2_uniform.mp3
vision,sự nhìn; sức nhìn,4000B2_vision.mp3
absorb,"hút nước, thấm nước, hấp thu",4000B2_absorb.mp3
boss,"ông chủ, thủ trưởng",4000B2_boss.mp3
committee,uỷ ban,4000B2_committee.mp3
contract,hợp đồng,4000B2_contract.mp3
crew,"ban nhóm, đội (làm việc...)",4000B2_crew.mp3
devote,"hiến dâng, dành hết cho",4000B2_devote.mp3
dig,"đào bới, xới, cuốc (đất...)",4000B2_dig.mp3
dine,"ăn cơm (trưa, tối)",4000B2_dine.mp3
donate,"quyên góp, tặng",4000B2_donate.mp3
double,"gấp đôi, hai, kép",4000B2_double.mp3
elevate,"nâng lên, đưa lên,nâng cao",4000B2_elevate.mp3
flavor,"vị ngon, mùi thơm; mùi vị",4000B2_flavor.mp3
foundation,quỹ,4000B2_foundation.mp3
generation,thế hệ,4000B2_generation.mp3
handle,tay cầm,4000B2_handle.mp3
layer,lớp,4000B2_layer.mp3
mud,bùn ((nghĩa đen)  (nghĩa bóng)),4000B2_mud.mp3
smooth,"nhẵn, trơn, mượt",4000B2_smooth.mp3
soil,đất,4000B2_soil.mp3
unique,độc đáo,4000B2_unique.mp3
chamber,phòng ngủ,4000B2_chamber.mp3
deny,"từ chối, phản đối, phủ nhận",4000B2_deny.mp3
document,"văn bản, tài liệu, tư liệu",4000B2_document.mp3
emphasize,"nhấn mạnh, làm nổi bật",4000B2_emphasize.mp3
fever,"sốt, bệnh sốt",4000B2_fever.mp3
flu,"cảm cúm, bệnh cúm",4000B2_flu.mp3
freeze,"đóng băng, lạnh cứng",4000B2_freeze.mp3
gesture,"điệu bộ, cử chỉ, động tác",4000B2_gesture.mp3
interrupt,"làm gián đoạn,ngắt lời",4000B2_interrupt.mp3
last,"tồn tại, kéo dài; giữ lâu bền",4000B2_last.mp3
likeness,tính chất giống; sự giống,4000B2_likeness.mp3
moreover,"hơn nữa, ngoài ra",4000B2_moreover.mp3
perspective,"viễn cảnh, triển vọng",4000B2_perspective.mp3
rational,"có lý, vừa phải, có chừng mực",4000B2_rational.mp3
recover,"lấy lại, giành lại, phục hồi, bình phục",4000B2_recover.mp3
rely; relied,"tin cậy, dựa vào",4000B2_rely.mp3
shock,sốc,4000B2_shock.mp3
shy,"ngượng ngùng, nhút nhát, bẽn lẽn, e thẹn",4000B2_shy.mp3
stare,nhìn chằm chằm,4000B2_stare.mp3
thus,"vì vậy, như vậy",4000B2_thus.mp3
aim,"mục đích, mục tiêu, ý định",4000B2_aim.mp3
attach,"đính kèm, gắn, dán",4000B2_attach.mp3
bet,đánh cược,4000B2_bet.mp3
carriage,"xe ngựa,toa hành khách (đường sắt)",4000B2_carriage.mp3
classic,kinh điển,4000B2_classic.mp3
commute,đi lại đều đặn (giữa hai địa điểm),4000B2_commute.mp3
confirm,xác nhận; chứng thực,4000B2_confirm.mp3
criticize,"phê bình, phê phán, bình phẩm, chỉ trích",4000B2_criticize.mp3
differ,"khác, không giống",4000B2_differ.mp3
expense,"chi phí, phí tổn",4000B2_expense.mp3
formal,trang trọng,4000B2_formal.mp3
height,"chiều cao, độ cao",4000B2_height.mp3
invent,"phát minh, sáng chế",4000B2_invent.mp3
junior,ít thâm niên hơn; ở cấp dưới,4000B2_junior.mp3
labor,lao động,4000B2_labor.mp3
mechanic,"thợ máy, công nhân cơ khí",4000B2_mechanic.mp3
prime,"nguyên nhân chính, thời kỳ đẹp nhất",4000B2_prime.mp3
shift,"đổi chỗ, dời chỗ, di chuyển",4000B2_shift.mp3
signal,tín hiệu; hiệu lệnh,4000B2_signal.mp3
sincere,"thành thật, thật thà",4000B2_sincere.mp3
ability,"năng lực, khả năng",4000B2_ability.mp3
agriculture,nông nghiệp,4000B2_agriculture.mp3
cartoon,"tranh đả kích, tranh biếm hoạ",4000B2_cartoon.mp3
ceiling,trần (nhà...),4000B2_ceiling.mp3
convince,"làm cho nghe theo, thuyết phục",4000B2_convince.mp3
curious,"tò mò, hiếu kỳ",4000B2_curious.mp3
delay,"trễ, hoãn",4000B2_delay.mp3
diary,nhật ký,4000B2_diary.mp3
element,"yếu tố,nguyên tố",4000B2_element.mp3
faith,"niềm tin,sự trung thành",4000B2_faith.mp3
grain,lương thực,4000B2_grain.mp3
greet,"chào mừng,đón chào",4000B2_greet.mp3
investigate,"điều tra, nghiên cứu",4000B2_investigate.mp3
joy,"niềm vui,sự hân hoan, sự vui sướng",4000B2_joy.mp3
label,"nhãn hàng hóa, nhãn hiệu",4000B2_label.mp3
monk,"thầy tu,nhà sư",4000B2_monk.mp3
odd,"kỳ cục, kỳ quặc, lẻ",4000B2_odd.mp3
pause,"tạm nghỉ, tạm ngừng",4000B2_pause.mp3
priest,"giáo sĩ, thầy tế",4000B2_priest.mp3
profession,"nghề, nghề nghiệp",4000B2_profession.mp3
adopt,nhận làm con nuôi,4000B2_adopt.mp3
beg,"cầu xin,xin trân trọng (trong thư giao dịch)",4000B2_beg.mp3
beyond,"ở xa, ở phía bên kia",4000B2_beyond.mp3
costume,"quần áo / y phục (hóa trang, giả trang)",4000B2_costume.mp3
exclaim,"kêu lên, la lên (vì phấn khích)",4000B2_exclaim.mp3
extend,"kéo dài, mở rộng, vươn, đưa ra",4000B2_extend.mp3
fool,ngu ngốc,4000B2_fool.mp3
forbid,"cấm, ngăn cấm",4000B2_forbid.mp3
illustrate,"minh hoạ, làm rõ ý",4000B2_illustrate.mp3
indeed,"thực vậy, quả thực",4000B2_indeed.mp3
interpret,"giải thích, làm sáng tỏ, làm phiên dịch",4000B2_interpret.mp3
kindly,"tử tế, tốt bụng",4000B2_kindly.mp3
motive,"noun:lý do, động cơadj:vận động, chuyển động",4000B2_motive.mp3
nest,"tổ, ổ (chim, chuột...)",4000B2_nest.mp3
origin,"gốc, nguồn gốc",4000B2_origin.mp3
reception,"sự đón tiếp, sự tiếp tân, bữa tiệc chào mừng",4000B2_reception.mp3
reject,"từ chối, loại ra, bác bỏ",4000B2_reject.mp3
silence,"sự yên lặng, sự yên tĩnh, sự tĩnh mịch",4000B2_silence.mp3
stream,"dòng suối, dòng sông nhỏ",4000B2_stream.mp3
tone,"giọng, tông",4000B2_tone.mp3
accomplish,"hoàn thành, làm xong, đạt tới",4000B2_accomplish.mp3
approve,"tán thành, bằng lòng, chấp thuậnxác nhận, phê chuẩn",4000B2_approve.mp3
approximate,"xấp xỉ, gần đúng",4000B2_approximate.mp3
barrier,"thanh chắn, hàng rào, ba ri e",4000B2_barrier.mp3
detect,"dò ra, tìm ra, phát hiện ra",4000B2_detect.mp3
duty,"bổn phận, nhiệm vụ, trách nhiệm",4000B2_duty.mp3
elementary,"cơ bản, cơ sở",4000B2_elementary.mp3
failure,"sự thất bại; sự hỏng; sự mất (mùa, điện...)",4000B2_failure.mp3
gradual,"dần dần, từ từ",4000B2_gradual.mp3
immigrant,dân nhập cư,4000B2_immigrant.mp3
insert,"lồng vào, gài vào",4000B2_insert.mp3
instant,"chốc lát,ngay tức khắc",4000B2_instant.mp3
poverty,sự nghèo đói,4000B2_poverty.mp3
pretend,"giả vờ, giả đò, giả bộ",4000B2_pretend.mp3
rank,"hạng, loại, cấp, bậc",4000B2_rank.mp3
recognition,"sự nhận ra,sự công nhận",4000B2_recognition.mp3
refrigerate,làm lạnh; ướp lạnh,4000B2_refrigerate.mp3
rent,"tiền thuê (nhà, đất)",4000B2_rent.mp3
retire,về hưu,4000B2_retire.mp3
statistic,"(bản, số liệu) thống kê",4000B2_statistic.mp3
astronaut,phi hành gia,4000B2_astronaut.mp3
awake,thức dậy.(nghĩa bóng) thức tỉnh,4000B2_awake.mp3
courage,"sự can đảm, dũng khí",4000B2_courage.mp3
float,"nổi, trôi lềnh bềnh",4000B2_float.mp3
grant,"cho, ban (ơn), cấp",4000B2_grant.mp3
gravity,trọng lực; trọng lượng,4000B2_gravity.mp3
jewel,đá quý,4000B2_jewel.mp3
miner,thợ mỏ,4000B2_miner.mp3
mineral,"khoáng vật, khoáng sản",4000B2_mineral.mp3
participate,"tham gia, cùng góp phần",4000B2_participate.mp3
permission,"sự cho phép,giấy phép",4000B2_permission.mp3
pour,"rót, đổ, trút",4000B2_pour.mp3
presence,sự có mặt,4000B2_presence.mp3
raw,"thô, sống",4000B2_raw.mp3
satellite,"vệ tinh,chư hầu",4000B2_satellite.mp3
scale,"tỷ lệ, quy mô, phạm vi",4000B2_scale.mp3
skip,"bỏ qua, quên",4000B2_skip.mp3
stretch,"kéo ra, căng ra, duỗi ra",4000B2_stretch.mp3
telescope,kính thiên văn,4000B2_telescope.mp3
underground,"dưới đất, ngầm",4000B2_underground.mp3
alarm,"sự báo động, sự báo nguy",4000B2_alarm.mp3
apart,"riêng ra, xa ra",4000B2_apart.mp3
arrest,bắt giữ,4000B2_arrest.mp3
award,"phần thưởng, giải thưởng",4000B2_award.mp3
breed,"nòi, giống",4000B2_breed.mp3
bucket,"thùng, xô",4000B2_bucket.mp3
contest,"cuộc thi, trận đấuđặt vấn đề nghi ngờ, không thừa nhận",4000B2_contest.mp3
convict,"kết án, tuyên bố có tội",4000B2_convict.mp3
garage,"ga ra, nhà để ô tô, nơi chữa ô tô",4000B2_garage.mp3
journalist,nhà báo,4000B2_journalist.mp3
pup,chó con,4000B2_pup.mp3
qualify,"đủ khả năng, đủ tiêu chuẩn, đủ tư cách",4000B2_qualify.mp3
repair,sửa chữa,4000B2_repair.mp3
resume,"lấy lại, hồi phục lại,lại tiếp tục (sau khi nghỉ, dừng)",4000B2_resume.mp3
rob,"cướp, cướp đoạt",4000B2_rob.mp3
slip,trượt; trượt ngã,4000B2_slip.mp3
somewhat,"hơi, gọi là, một chút",4000B2_somewhat.mp3
stable,vững vàng; ổn định,4000B2_stable.mp3
